Part Number,Vendor,Vendor P/N,Package,Quantity On Hand,Price Each (qty 25),Description,Symbol Name,Symbol Library,Footprint Library,Family,Comments,Alternate vendor,Alternate P/N,Alternate Vendor,Alternate P/N,Datasheet
F-1018-0,Keystone,1249,TP-047,0,$0.18,"Test point, 0.047”",TP-047,asp_connector,asp_connector,,,,,,,
F-1019-0,CUI,PJ-066A,CUI-PJ-06X,,$2.00,"Connector, DC Power, THT Right Angle, 2.1mm 5.5mm panel mt",PJ-066A,asp_connector,asp_connector,,,,,,,
F-1020-0,Switchcraft,RA49C14B,SC-RA49C,3,$3.20,"Connector, 1/4"" TRS normalling jack, right angle",RA49C14B,asp_connector,asp_connector,,,,,,,
F-1020-1,Switchcraft,RA49C12B,SC-RA49C,,$3.77,"Connector, 1/4"" TRS non-normalling jack, right angle",RA49C12B,asp_connector,asp_connector,,,,,,,
F-1020-2,Switchcraft,RA49C12A,SC-RA49C,,$2.95,"Connector, 1/4"" TS normalling jack, right angle",RA49C12A,asp_connector,asp_connector,,,,,,,
F-1020-3,Switchcraft,RA49C11,SC-RA49C,,$3.60,"Connector, 1/4"" TS non-normaling jack, right nagle",RA49C11,asp_connector,asp_connector,,,,,,,
F-1021-0,Switchcraft,L722RA,SC-L7X2RA,9,$4.18,"Connector, DC Power, THT Right Angle, 2.1mm 5.5mm panel mt",L722RA,asp_connector,asp_connector,,,,,,,
F-1022-0,Switchcraft,PJRAS2X1S01X,SC-PJRAS2X1S,9,$1.17,"Connector, RCA dual red/white RA side-by-side",PJRAS2X1S01X,asp_connector,asp_connector,,,,,,,
F-1023-0,Bourns,PEC09-2320F-S0015,PEC09-2XXX,1,$2.42,"Encoder, 2-bit with switch, 30 detents, 9mm body",ROT_ENC_PB_9mm,asp_connector,asp_connector,,,,,,,
F-1023-1,Bourns,PEC09-2020F-S0015,PEC09-2XXX,10,$1.37,"Encoder, 2-bit with switch, no detents, 15 pulses/rotation, 9mm body",,asp_connector,asp_connector,,,,,,,
F-1023-2,Bourns,PEC09-2120F-S0012,PEC09-2XXX,10,$1.94,"Encoder, 2-bit with switch, 12 detents, 12 pulses/rotation, 9mm body",,asp_connector,asp_connector,,,,,,,
F-1024-0,Panasonic,TQ2-3V,,10,$2.82,"Relay, DPDT 3V THT",,,,,,,,,,
F-1025-0,Molex,90119-2109,(n/a),1000,$0.05,"Contact, crimp terminal CGRID III",CON,asp_bom,(n/a),,Use with L-1004-XX housings,,,,,
F-1026-0,Wakefield,274-1AB,(n/a),0,$0.21,"Heat sink, TO-220",HS-TO-220,asp_connector,(n/a),,,,,,,
F-1026-1,Aavid,577102B04000G,HS-TO-220,6,$0.21,"Heat sink, TO-220 with tab",HS-TO-220-TAB,asp_connector,asp_connector,,,CUI,HSS-B20-0635H-01,,,
F-1027-0,Amphenol,RJHSE-5380,RJHSE538X,0,$1.10,"Connector, RJ45, Right Angle THT 8 pins, no LEDs, shielded",RJ45,asp_connector,asp_connector,,,,,,,
F-1027-1,Amphenol,RJHSE-5381,RJHSE538X,0,$1.01,"Connector, RJ45, Right Angle THT 8 pins, Green/Yellow LEDs, shielded",RJ45_LED_GY,asp_connector,asp_connector,,,,,,,
F-1028-0,NKK,JB15HBPF-JF,NKK-JB15HBPF-JF,23,$4.33,"Switch, SPST Momentary, 14.7mm height, Green LED",SPST-MOM-PB-LEDG-14mm,asp_connector,asp_connector,,,,,,,
F-1028-1,NKK,JB15HBPC-JC,NKK-JB15HBPC-JC,0,$4.33,"Switch, SPST Momentary, 14.7mm height, Red LED",SPST-MOM-PB-LEDR-14mm,asp_connector,asp_connector,,,,,,,
F-1028-2,NKK,JB15HBPE-JE,NKK-JB15HBPE-JE,6,$4.33,"Switch, SPST Momentary, 14.7mm height, Yellow LED",SPST-MOM-PB-LEDY-14mm,asp_connector,asp_connector,,,,,,,
F-1029-0,Grayhill,25LB10-Q,GH-25L,5,$6.50,"Encoder, 2-bit quadrature, no switch, 36 pos.,¼” flatted post ",ROT_ENC_GH-25L,asp_connector,asp_connector,,,,,,,
F-1030-0,Norcomp,182-009-213R531,DE9F-RA,2,$1.60,"Connector, DE9 female right-angle THT",DE9F-RA,asp_connector,asp_connector,,,,,,,
F-1030-1,Norcomp,182-009-213R561,DE9F-RA,0,$1.95,"Connector, DE9 female right-angle THT with 4-40 screw lock",DE9F-RA-SL,asp_connector,asp_connector,,,,,,,
F-1031-0,Norcomp,182-009-113R531,DE9M-RA,0,$1.60,"Connector, DE9 male right-angle THT",DE9M-RA,asp_connector,asp_connector,,,,,,,
F-1031-1,Norcomp,182-009-113R561,DE9M-RA,0,$1.60,"Connector, DE9 male right-angle THT with 4-40 screw lock",DE9M-RA-SL,asp_connector,asp_connector,,,,,,,
F-1032-0,Bourns,EM14A1D-C24-L008S,B-EM14AXD-C24-L,1,$20.00,"Encoder, optical 2-bit quad w/sw,  32 detents 8 PPR 1/4” flat shaft, 14mm body axial",ROT_ENC_EM14_32D_8PPR_SW,asp_connector,asp_connector,,,,,,,
F-1032-1,Bourns,EM14A1D-C24-L032S,B-EM14AXD-C24-L,1,$20.00,"Encoder, optical 2-bit quad w/sw,  32 detents 32 PPR 1/4” flat shaft, 14mm body axial",ROT_ENC_EM14_32D_32PPR_SW,asp_connector,asp_connector,,,,,,,
F-1033-0,Amphenol,L17DEFRA09P,(n/a),5,$1.72,"Connector, DE9 male panel mount with IDC for ribbon cable",DE9-M-IDC,asp_connector,(n/a),,,,,,,
F-1034-0,Bourns,PEL12T-4225S-S1024,B-PEL12T-4225S,.,$3.00,"Encoder, 2-bit with switch, 24 PPR, RGB LED, 12mm body",ROT_ENC_PEL12T,asp_connector,asp_connector,,,Sparkfun,COM-10982,,,
F-1035-0,Everlight,EAPLRAA7,EL-PLx13y_T9,16,$1.43,"Fiber Optic Receiver, 16 Mbd for TOSLINK, +2.4V to +5.5V operation, dust door",PLR135_T9,asp_connector,asp_connector,,replaces PLR135/T9,,,,,
F-1035-1,Everlight,PLR135/T,EL-PLx13y_T,,$1.43,"Fiber Optic Receiver, 16 Mbd for TOSLINK, +2.4V to +5.5V operation, plug",PLR135_T,asp_connector,asp_connector,,Readily available?,Everlight,EAPLRAA1,,,
F-1036-0,Everlight,EAPLTAA7,EL-PLx13y_T9,16,$0.75,"Fiber Optic Transmitter, 16 Mbd for TOSLINK, +3~+5V operation, door",EAPLTAA7,asp_connector,asp_connector,,replaces PLT133/T9,,,,,
F-1036-1,Everlight,PLT133/T,EL-PLx13y_T,,$0.75,"Fiber Optic Transmitter, 16 Mbd for TOSLINK, +3~+5V operation, plug",PLT133_T,asp_connector,asp_connector,,Same?,Everlight,EAPLTAA2,,,
F-1037-0,Switchcraft,PJRAS1X1S01X,SC-PJRAS1X1S,,$0.63,"Connector, RCA single black right-angle",,asp_connector,asp_connector,,,,,,,
F-1038-0,Amphenol,31-5486-1010,A-31-5486-1010,2,$4.09,"Connector, BNC, 50Ω right angle",BNC-RA,asp_connector,asp_connector,,,,,,,
F-1039-0,E-Switch,TL2285OA,ES-TL2285,35,$0.75,"Switch, DPDT vertical pushbutton momentary 8mm x 8mm",TL2285OA,asp_connector,asp_connector,,,,,,,
F-1039-1,E-Switch,TL2285EE,ES-TL2285,,$0.85,"Switch, DPDT vertical pushbutton latching 8mm x 8mm",TL2285EE,asp_connector,asp_connector,,,,,,,
F-1040-0,Keystone,5001,KY-5001,13,$0.25,"Test point, 0.040” hole, black body, 0.050” wire loop",TP-040,asp_connector,asp_connector,,,,,,,
F-1041-0,CESS,dn05,(n/a),10,$0.17,"Connector, 5-pin DIN Female Socket panel mount",,,,,panel mount,,,,,
F-1042-0,CESS,dn06,(n/a),8,$0.24,"Connector, 5-pin DIN Female Socket cable mount",,,,,,,,,,
F-1043-0,CUI,SDS-50J,CUI_SDS-50J,0,$1.69,"Connector, 5-pin DIN Female socket PCB mount",DIN-5,asp_connector,asp_connector,,,,,,,
F-1044-0,C&K,PN22SJNA03QE,CK-PN2xS,40,$1.41,"Switch, DPDT latching right-angle",PN22S,asp_connector,asp_connector,,,,,,,
F-1045-0,Cambion,180-7337-02-05-00,CAMB-180-7337-02,,$0.40,"Test point, 0.064” hole, turret terminal",TP-064,asp_connector,asp_connector,,,,,,,
F-1046-0,Neutrik,NCJ6FI-H,Jack_XLR-6.35mm_Neutrik_NCJ6FI-H_Horizontal,24,$2.67,"Connector, Combo XLR-¼” locking",,asp_connector,asp_connector,,,,,,,
F-1047-0,Sparkfun,COM-15141,,4,$5.00,"Encoder, 2-bit with switch, 24 PPR, RGB LED, 12mm body",,,,,Fits in the same socket as F-1034-0 but not the same body size,,,,,
F-1048-0,Stewart Connector,SI-46014-F,BEL_SI-46014-F,,$4.25,"Connector, RJ45, 100Base-T magnetics, VERT THT 8 pins, Green/Yellow LEDs, shielded",,asp_connector,asp_connector,,Not compatible with Amphenol!,,,,,
F-1049-0,Amphenol,RJMG1BD3B8K1ANR ,RJMG1BD3B8K1ANR ,,$3.00,"Connector, RJ45, 100Base-T magnetics, RA THT 8 pins, Green/Yellow LEDs, shielded",,asp_connector,asp_connector,,,,,,,
F-1050-0,Neutrik,NC3FXX-BAG,(n/a),1,$3.50,"Connector, XLR3F cable mount, black",HW,asp_bom,(n/a),,,,,,,
F-1051-0,Neutrik,NC3MXX,(n/a),3,$2.75,"Connector, XLR3M cable mount, nickel",HW,asp_bom,(n/a),,,,,,,
F-1052-0,E-Switch,FS57003PLT2B2M1QEH,(n/a),0,$5.60,"Switch, 3PDT solder lug stomp box foot switch with hardware",HW,asp_bom,(n/a),,,,,,,
F-1052-1,E-Switch,FS57003PLT2B2M2QE,FS57003PLT2B2M2QE,0,$5.12,"Switch, 3PDT PCB pins",FS-ES-3PDT,asp_connector,asp_connector,,,,,,,
F-1053-0,Cliff,CL1310,CL-1310,0,$2.30,"Connector, 1/4"" TS normalling jack, RA, nut is threaded on outside",,asp_connector,asp_connector,,Cliff description S4/BNB/PCC,Antique Electronics,S-H901-PC,,,
F-1054-0,Cliff,CL1334,CL-1334,0,$2.85,"Connector, 1/4"" TRS normalling jack, RA, nut is threaded on outside",,asp_connector,asp_connector,,Cliff description S4/BBB/PCC,Antique Electronics,S-H901-PC-S,,,
F-1055-0,Neutrik,NMJ4HCD2,NMJ4HCD2,0,$1.20,"Connector, 1/4"" TS normalling jack, RA, nut is threaded on outside",,asp_connector,asp_connector,,This is smaller than the Cliff type,,,,,
F-1056-0,NKK,M2B15AA5G40-FA,NKK-M2B15AA5G40-FA,0,$5.93,"Switch, SPDT PB RA",,asp_connector,asp_connector,,,,,,,
F-1057-0,NKK,GP0115ACCG30,NKK-GP0115ACCG30,,$4.62,"Switch, SPST PB RA SMT red cap",,asp_connector,asp_connector,,,,,,,
F-1057-1,NKK,GP0115ACAG30,NKK-GP0115ACAG30,,$4.62,"Switch, SPST PB RA SMT black cap",,asp_connector,asp_connector,,,,,,,
G-1000-0,Hammond,1441-10BK3,(n/a),,$10.02,"Chassis, Steel, 8x4x2, black, 20 gauge",HW,asp_bom,(n/a),,,,,,,
G-1000-1,Hammond,1441-14BK3,(n/a),,$12.17,"Chassis, Steel, 9x5x2, black, 20 gauge",HW,asp_bom,(n/a),,,,,,,
G-1000-2,Hammond,1441-16BK3,(n/a),,$13.60,"Chassis, Steel, 10x6x2, black, 20 gauge",HW,asp_bom,(n/a),,,,,,,
G-1001-0,Hammond,1431-10BK3,(n/a),,$3.32,"Chassis, Steel, bottom plate for G-1000-0",HW,asp_bom,(n/a),,,,,,,
G-1001-1,Hammond,1431-14BK3,(n/a),,$3.99,"Chassis, Steel, bottom plate for G-1000-1",HW,asp_bom,(n/a),,,,,,,
G-1001-2,Hammond,1431-16BK3,(n/a),,$5.32,"Chassis, Steel, bottom plate for G-1000-2",HW,asp_bom,(n/a),,,,,,,
G-1002-0,Hammond,1456PH1WHBU,(n/a),1,$29.44,"Chassis, Aluminum, 14” W x 8.3” D x 2.8” H 10 deg slope",HW,asp_bom,(n/a),,,,,,,
G-1003-0,Grayhill,11K5013-KCNB,(n/a),5,$0.62,"Knob, 0.25” shaft diameter, 1.330” overall diameter",HW,asp_bom,(n/a),,,,,,,
G-1004-0,Hammond,1455N1201BK,(n/a),1,$18.00,"Enclosure, Aluminum 4.72” x 2.09” x 4.06”, black",HW,asp_bom,(n/a),,,,,,,
G-1005-0,Davies,1221-J,(n/a),,$1.32,"Knob, 6mm shaft diameter, 4.5mm flat, 11.4mm overall diameter",HW,asp_bom,(n/a),,,,,,,
G-1005-0,Eagle Plastic Devices,450-4760,(n/a),,$0.44,"Knob, 6mm shaft diameter, 4.5mm flat, 13.2 overall diameter, black, white indicator",HW,asp_bom,(n/a),,,,,,,
G-1005-1,Eagle Plastic Devices,450-4761,(n/a),,$0.44,"Knob, 6mm shaft diameter, 4.5mm flat, 13.2 overall diameter, black, red indicator",HW,asp_bom,(n/a),,,,,,,
G-1005-2,Eagle Plastic Devices,450-4762,(n/a),,$0.44,"Knob, 6mm shaft diameter, 4.5mm flat, 13.2 overall diameter, black, yellow indicator",HW,asp_bom,(n/a),,,,,,,
G-1005-3,Eagle Plastic Devices,450-4763,(n/a),,$0.44,"Knob, 6mm shaft diameter, 4.5mm flat, 13.2 overall diameter, black, blue indicator",HW,asp_bom,(n/a),,,,,,,
G-1005-4,Eagle Plastic Devices,450-4764,(n/a),8,$0.44,"Knob, 6mm shaft diameter, 4.5mm flat, 13.2 overall diameter, black, green indicator",HW,asp_bom,(n/a),,,,,,,
G-1005-5,Eagle Plastic Devices,450-4765,(n/a),,$0.44,"Knob, 6mm shaft diameter, 4.5mm flat, 13.2 overall diameter, black, grey indicator",HW,asp_bom,(n/a),,,,,,,
G-1006-125,Bivar,PLP5-2-125,(n/a),,$1.07,"Light pipe, clear, 5mm diameter, 0.125” long, press in from front",HW,asp_bom,(n/a),,dash number is length in 0.001” (always include dash in BOM callout),,,,,
G-1006-250,Bivar,PLP5-2-250,(n/a),8,$0.70,"Light pipe, clear, 5mm diameter, 0.250” long, press in from front",HW,asp_bom,(n/a),,dash number is length in 0.001” (always include dash in BOM callout),,,,,
G-1007-0,Kilo,OEDA-90-4-7,(n/a),0,$4.92,"Knob, 6mm shaft diameter, 0.925” diameter, metal, black",HW,asp_bom,(n/a),,,,,,,
G-1008-0,Serpac,07-S-BLACK,(n/a),2,$7.40,"Enclosure, ABS, 6.89” x 4.89” x 1.865” sloped, black ",HW,asp_bom,(n/a),,,,,,,
G-1009-0,Hammond,1402H,(n/a),0,$55.00,"Enclosure, Aluminum 10” W x 7.3” D x 3.9” H",HW,asp_bom,(n/a),,,,,,,
G-1009-1,Hammond,1402HV,(n/a),0,$57.00,"Enclosure, Aluminum 10” W x 7.3” D x 3.9” H ventilated",HW,asp_bom,(n/a),,,,,,,
G-1010-0,Neutrik,NSJ-NUT-B,(n/a),25,$0.07,"Nut, Quick Fix for F-1007-0 NSJ12HL stacking ¼” connector ",HW,asp_bom,(n/a),,,,,,,
G-1010-1,Neutrik,NRJ-NUT-B,(n/a),12,$0.12,"Nut, Threaded, for F-1007-0 NSJ12HF-1 stacking ¼” connector",HW,asp_bom,(n/a),,,,,,,
G-1011-0,Neutrik,A-SCREW-1-8,(n/a),9,$0.15,"Screw, plastic 2.9 x 8mm",HW,asp_bom,(n/a),,For neutrik XLR panel connections,,,,,
G-1011-0,Sparkfun,COM-10597,(n/a),4,$0.95,"Knob, 6mm shaft diameter, knurled, 15mm OD, clear",HW,asp_bom,(n/a),,for P/N F-1034-0,,,,,
G-1012-0,Serpac,51,(n/a),25,$0.51,"Bumpers, black rubber, for 07S enclosure",HW,asp_bom,(n/a),,,,,,,
G-1013-0,Hammond,1456FE1WHBU,(n/a),0,$24.00,"Enclosure, Aluminum, sloped, 6.5” W x 5.5"" D x 2.5” H (1.5” rear H) ",HW,asp_bom,(n/a),,,,,,,
G-1014-125,Bivar,PLP2-125-D,(n/a),,$0.50,"Light pipe, clear, 3mm diameter, 0.125” long, press in from front",HW,asp_bom,(n/a),,For monitor controller UI box,VCC,LFB012CTP,,,
G-1014-250,VCC,LFB025CTP,(n/a),78,$0.42,"Light pipe, clear, 3mm diameter, 0.25” long, press in from front",HW,asp_bom,(n/a),,,,,,,
G-1015-0,Hammond,1455T1601BK,(n/a),,$28.00,"Enclosure, Aluminum 6.3” (160mm) D x 6.5”(165mm) W x 2.2” (55.63mm H), black",HW,asp_bom,(n/a),,,,,,,
G-1016-0,C&K,PE-BK,(n/a),15,$0.50,"Switch cap, Rectangle, Black, for PVA-series switches",HW,asp_bom,(n/a),,Does not fit E-Switch TL2285,,,,,
G-1017-0,RAF,2101T-440-AL-7,(n/a),40,$0.27,"Standoff, Hex, Aluminum, 11/32”, 4-40 screw",HW,asp_bom,(n/a),,,,,,,
G-1018-0,Keystone,9400,(n/a),40,$0.13,"Screw, 4-40 ¼” flat",HW,asp_bom,(n/a),,,,,,,
G-1019-0,C&K,PV-BK,(n/a),15,$0.38,"Switch cap, Round, 7.4mm diameter, Black, for PVA-series switches",HW,asp_bom,(n/a),,,,,,,
G-1020-0,Hammond,1402B,(n/a),,$44.51,"Enclosure, Aluminum 7.1” W x 4.9” D x 2.4” H (not vented)",,asp_bom,,,,,,,,
G-1020-1,Hammond,1402BV,(n/a),1,$44.51,"Enclosure, Aluminum 7.1” W x 4.9” D x 2.4” H (vented)",,asp_bom,,,,,,,,
G-1021-0.250,McMaster-Carr,99461A110,(n/a),50,$0.24,"Screw, 18-8 stainless #4 ¼” long for plastic",HW,asp_bom,(n/a),,$11.82 per pack of 50,,,,,
G-1021-0.500,McMaster-Carr,99461A130,(n/a),50,$0.26,"Screw, 18-8 stainless #4 ½” long for plastic",HW,asp_bom,(n/a),,$13.19 per pack of 50,,,,,
G-1021-0.625,McMaster-Carr,99461A140,(n/a),48,$0.29,"Screw, 18-8 stainless #4 ⅝” long for plastic",HW,asp_bom,(n/a),,$14.44 per pack of 50,,,,,
G-1022-0,McMaster-Carr,95495K24,(n/a),42,$0.12,"Bumpers, black rubber, ½” x ½” square x 15/64” high",HW,asp_bom,(n/a),,$5.85 per pack of 50,,,,,
G-1023-0,3M,3341-4,(n/a),9,$1.00,"Jack Socket/Screw kit for D-sub connectors, 15.8 mm long",HW,asp_bom,(n/a),,$2 for pack of 2 — 1/8” panel thickness,McMaster,92710A214 (pack of 10 sets for $9.07),,,
G-1024-0.250,McMaster-Carr,90380A005,(n/a),100,$0.08,"Screw, zinc-plated steel #2 ¼” long for plastic",HW,asp_bom,(n/a),,Box of 50,,,,,
G-1024-0.3125,McMaster-Carr,90380A008,(n/a),100,$0.08,"Screw, zinc-plated steel #2 5/16” long for plastic",HW,asp_bom,(n/a),,Box of 50,,,,,
G-1024-0.375,McMaster-Carr,90380A011,(n/a),100,$0.08,"Screw, zinc-plated steel #2 ⅜” long for plastic",HW,asp_bom,(n/a),,Box of 50,,,,,
G-1024-0.5,McMaster-Carr,90380A014,(n/a),100,$0.16,"Screw, zinc-plated steel #2 ½” long for plastic",HW,asp_bom,(n/a),,Box of 50,,,,,
H-1000-0,Electronic Assembly,EA DOGL128W-6,EADOGL,2,$18.00,"GLCD, 128x64, white background",,asp_display,asp_display,,,,,,,
H-1001-0,Newhaven Display,NHD‐0216K1Z‐FSB‐FBW‐L ,CLCD-16x2-80x36-RA,3,$9.50,"LCD, 16 characters by 2 lines, 5V, blue backlight, 80 mm x 36 mm x 13.5 mm",CLCD-16x2-80x36-RA,asp_display,asp_display,,Footprint assumes L-1002-16 header is attached to back of module,,,,,
H-1002-0,Newhaven Display,NHD-0216HZ-FL-YBW-C,CLCD-16x2-65x36-RA,2,$10.11,"LCD, 16 characters by 2 lines, 5V, yellow/green backlight, 65.6 mm x 36 mm x 15 mm",CLCD-16x2-65x36-RA,asp_display,asp_display,,Footprint assumes L-1002-16 header is attached to back of module,,,,,
H-1003-0,Newhaven Display,NHD-0216HZ-FSW-FBW-33V3C,CLCD-16x2-65x36-RA,2,$10.20,"LCD, 16 characters by 2 lines, 3.3V, white BL, 65.6 mm x 36 mm x 15 mm",CLCD-16x2-65x36-RA-3.3V,asp_display,asp_display,,,,,,,
H-1004-0,Sparkfun,COM-11408,LED-4CHAR-LARGE,5,$2.80,"LED Display, 7 segment, 4 characters, blue, 11.0mm x 20.4mm chars",LED-4CHAR-LARGE-BLUE,asp_display,asp_display,,,,,,,
H-1005-0,SunLED,XGUGX10D,LED-BG-10SEG,,$1.69,"LED Bargraph Display, 10 segment, Green, 5.08mm x 1.78mm",LED-BG-10SEG-GREEN,asp_display,asp_display,,,,,,,
H-1005-1,SunLED,XGMRX10D,LED-BG-10SEG,,$1.69,"LED Bargraph Display, 10 segment, Red, 5.08mm x 1.78mm",LED-BG-10SEG-RED,asp_display,asp_display,,,,,,,
H-1005-2,SunLED,XGMRX10D,LED-BG-10SEG,,$1.69,"LED Bargraph Display, 10 segment, Yellow, 5.08mm x 1.78mm",LED-BG-10SEG-RED,asp_display,asp_display,,,,,,,
H-1006-0,Sparkfun,COM-10595,LED-BGC-16SEG,10,$3.00,"LED Bargraph Display Circle, 16 segment, Red",LED-BGC-16SEG-RED,asp_display,asp_display,,Retired.,,,,,
H-1006-1,Sparkfun,COM-11492,LED-BGC-16SEG,10,$3.00,"LED Bargraph Display Circle, 16 segment, Blue",LED-BGC-16SEG-BLUE,asp_display,asp_display,,Retired.,,,,,
I-1000-0,Triad,FS28-700,TRIAD-DP-20VA,,$9.73,"Transformer, 28VCT 0.7A 20VA, dual primary PCB mount",,asp_passive,asp_passive,,,,,,,
I-1000-1,Triad,FS28-1300,TRIAD-DP-36VA,,$12.80,"Transformer, 28VCT 1.3A 36VA, dual primary PCB mount",,asp_passive,asp_passive,,,,,,,
I-1001-0,Triad,VPS28-1500,(n/a),,$9.95,"Transformer, 28VCT 1.5A 43VA, dual primary chassis mount",,(n/a),(n/a),,,,,,,
I-1002-33uH,Bourns,SDR1006-330KL,L-SDR1006,,$0.45,"Inductor, 33uH 1.5A 10% SMD",IND_SDR1006_10%,asp_passive,asp_passive,,,,,,,
I-1003-22uH,Bourns,SDR1006-220ML,L-SDR1006,,$0.45,"Inductor, 22uH 1.95A 20% SMD",IND_SDR1006_20%,asp_passive,asp_passive,,,,,,,
I-1004-1uH,Coilcraft,XAL6060-102ME,L-XAL60x0,,$1.75,"Inductor, 1uH 23A 20% SMD",IND_XAL6060,asp_passive,asp_passive,,,,,,,
I-1004-10uH,Coilcraft,XAL6060-103ME,L-XAL60x0,,$2.25,"Inductor, 10uH, 7A 20% SMD",IND_XAL6060,asp_passive,asp_passive,,,,,,,
I-1005-15uH,Coilcraft,MSD1260-153ML,L-MSD1260,,$1.30,"Inductor, Coupled, 15uH, 3A SMD",IND_MSD1260,asp_passive,asp_passive,,,,,,,
I-1006-220,Murata,BLM21PG221SN1,L0805,2,$0.05,"Inductor, EMI Filter Bead, 220 ohm 2A",EMIF_0805,asp_passive,asp_passive,,,,,,,
I-1007-1uH,Coilcraft,LPD5030-102NE,L-LPD50x0,,$1.35,"Inductor, coupled, 1uH 3.68 A 30% SMD",IND_LPD5030,asp_passive,asp_passive,,,,,,,
I-1008-9.9uH,Eaton,VP5-0155-R,L-VP5,3,$7.04,"Inductor, coupled, VERSA-PAC 9.9 uH 2.4 A",IND_VP5,asp_passive,asp_passive,,"WAS 9.65uH, actual value is 9.9uH",,,,,
I-1010-3.9uH,Wurth,744071039,L-WE8043,18,$2.13,"Inductor, 3.9uH 4.9A 13mOhm",IND_WE744071,asp_passive,asp_passive,,,,,,,
I-1011-0,Murata,DA101C,XFMR-DA10XC,3,$2.50,"Transformer, 1:1, 1.0 mH, for S/PDIF and AES3",XFMR_DA101C,asp_passive,asp_passive,,For digital audio,Pulse electronics,PE-65612NL,,,
I-1012-0,Signal Transformer,DPC-16-1500,SIGTRANS-DPC-24VA,2,$10.00,"Transformer, 16VCT 3A 24VA dual primary PCB mount",XFMR_DPC-16-1500,asp_passive,asp_passive,,,,,,,
I-1013-6.1uH,Coilcraft,HP4-0075-R,L-HP4,2,$2.26,"Inductor, coupled, HexaPath 6.1uH uH 1.75 A",IND_HP4,asp_passive,asp_passive,,"Eaton VP4 is compatible, mostly",,,,,
I-1014-4.1uH,TDK,ACP3225-102-2P-T000,L-ACP3225,0,$0.90,"Choke, common-mode, 4.1uH 1k ohms @ 100 MHz, 1210 size, 1.5A",CHOKE_1210,asp_passive,asp_passive,,,,,,,
J-1000-24.576M,Silicon Labs,514MAA000148AAG,OSC-5x7-6,,    ,"Oscillator, I2C prog 24.576 MHz 100 ppm dual output, I2C 0x55",Si514-100ppm,asp_oscillator,asp_oscillator,,dash number is startup frequency,,,,,
J-1001-22.5792M,Fox,FXO-HC736R-22.5792,Oscillator_SMD_Abracon_ASV-4Pin_7.0x5.1mm.kicad_mod,,$1.40,"Oscillator, 22.5792 MHz, 5x7mm 3.3V",OSC-5x7,asp_oscillator,asp_oscillator,OSC-5x7,Any 5x7 mm 3.3V 4-pin oscillator,,,,,
J-1001-24.5760M,CTS,CB3LV-3I-24M5760,Oscillator_SMD_Abracon_ASV-4Pin_7.0x5.1mm.kicad_mod,9,$1.30,"Oscillator, 24.576 MHz 5x7mm 3.3V",OSC-5x7,asp_oscillator,asp_oscillator,OSC-5x7,Any 5x7 mm 3.3V 4-pin oscillator,,,,,
J-1001-25.0000M,Abracon,ASV-25.000MHZ-E-T,Oscillator_SMD_Abracon_ASV-4Pin_7.0x5.1mm.kicad_mod,,$1.47,"Oscillator, 25.0000 MHz 5x7mm 3.3V",OSC-5x7,,,,,,,,,
J-1001-50.0000M,ECS,ECS-7050MV-500-DM-TR,Oscillator_SMD_Abracon_ASV-4Pin_7.0x5.1mm.kicad_mod,10,$1.19,"Oscillator, 50.0000 MHz 5x7mm 3.3V",OSC-5x7,,,,,,,,,
J-1002-12.0000M,CTS,ATS12ASM-1E,OSC-HC49-SM,,$0.30,"Crystal, 12.000 MHz HC-49 SMT 20pF",OSC-HC49-SM,asp_oscillator,asp_oscillator,OSC-HC49-SM,Any oscillator in this package,,,,,
J-1003-6.0000M,Citizen,HC49US-6.0000MABJ-UB,,,$0.43,"Crystal, 6.0000 MHz HC-49 THT 18pF",,,,,,,,,,
J-1003-24.5760M,Citizen,HC49US-24.576MABJ-UB,,,$0.43,"Crystal, 24.576 MHz HC-49 THT 18pF",,,,,,,,,,
J-1004-6.0000M,Epson,MA-506-6.0000M-C0:ROHS,,9,$0.06,"Crystal, 6.0000 MHz 13.46mm x 5.08mm",,,,,,,,,,
J-1005-12.288M,Silicon Labs,514MBC000173AAG,OSC-5x7-6,,$10.00,"Oscillator, I2C prog 24.576 MHz 50 ppm dual output, I2C 0x55",Si514-50ppm,asp_oscillator,asp_oscillator,,dash number is startup frequency,,,,,
J-1006-24.576M,Silicon Labs,513MBA000230AAG,OSC-5x7-6,,$5.22,"Oscillator, dual 24.576/22.5892 MHz 5x7mm 3.3V",Si513,asp_oscillator,asp_oscillator,,,,,,,
J-1007-48.000M,AVX,CX3225SB48000D0FPJC1,OSC-3.2x2.5,13,$0.95,"Crystal, 48.000 MHz 3.2mmx2.5mm SMT 8pF 10ppm",CRYSTAL-3.2x2.5-10ppm,asp_oscillator,asp_oscillator,CRYSTAL-3.2x2.5-10ppm,,,,,,
J-1008-25.000M,AVX,CX3225SB25000D0FFFCC,OSC-3.2x2.5,3,$0.76,"Crystal, 25.000 MHz 3.2mmx2.5mm SMT 8pF 15ppm",CRYSTAL-3.2x2.5-15ppm,asp_oscillator,asp_oscillator,CRYSTAL-3.2x2.5-15ppm,,,,,,
